"event","type","date","facility","remote_facility","trapsite","plant_location","adult_count","male_count","female_count","jack_count","non_viable_female_count","egg_take_count","species","run","stock","origin","adult_mark_type_id","brood_year","cwt_method_checked_lut_id","cwt_checked_ind","cwt_reason_not_checked_lut","cwt_reason_not_checked_txt","cwt_present_ind","cwt_collected_ind","cwt_reason_not_collected","cwt_reason_uncollected_lut","tagged_males","tagged_females","tagged_jacks"
"Trap Estimate","","2022-10-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","325","0","0","130","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2022-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","10","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","3","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","24","3","8","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2022-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","8","7","0","0","0","Chinook","Fall","Issaquah Creek","WILD","14","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2022-10-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","326","67","89","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-19T00:00:00.000","ISSAQUAH HATCHERY","","","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","WILD","14","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-19T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","17","1","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-19T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","56","26","29","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-10-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","99","0","0","13","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-10-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","2","0","0","0","0","0","Chinook","Fall","Issaquah Creek","WILD","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-10-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1000","0","0","200","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2022-10-25T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","3","0","0","0","0","Chinook","Fall","Issaquah Creek","WILD","14","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2022-10-25T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","46","52","160","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2022-10-25T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","88","24","12","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-26T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","WILD","14","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-26T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","13","1","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-10-26T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","9","2","9","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-10-26T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1000","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-10-31T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1000","0","0","20","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-10-31T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","20","0","0","7","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-10-31T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","17","0","0","0","0","0","Coho","NA","Issaquah Creek","WILD","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","238","230","3","5","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","2","2","0","0","0","Coho","NA","Issaquah Creek","WILD","14","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","8","5","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","50","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH C-EF 8.0183","0","355","326","33","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","19","37","2","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"EggTake","","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","546500","Coho","NA","Issaquah Creek","HATCHERY",,"2022",,"false",,,"false","false",,,"0","0","0"
"EggTake","","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","14480","Coho","NA","Issaquah Creek","MIXED",,"2022",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2022-11-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","5","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","50","62","6","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","6","1","7","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","190","180","2","6","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"EggTake","","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","9400","Coho","NA","Issaquah Creek","MIXED",,"2022",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","4","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","150","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","7","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","48","51","12","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","0","55","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","535","358","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"EggTake","","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","428500","Coho","NA","Issaquah Creek","HATCHERY",,"2022",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2022-11-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","WILD","14","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","6","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","0","1","0","0","0","Coho","NA","Issaquah Creek","WILD","14","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","59","57","8","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1000","0","0","250","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2022-11-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","6","0","4","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2022-11-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","7","4","0","0","0","Coho","NA","Issaquah Creek","WILD","14","2022","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-11-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","1670","0","0","416","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2022-11-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","472","702","144","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-11-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","16","0","0","2","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","2022-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","21","21","0","2","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","46","38","11","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2022-11-15T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","430","805","426","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","4","true",,,"false","false",,,"0","0","0"
"EggTake","","2022-11-15T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","45900","Coho","NA","Issaquah Creek","HATCHERY",,"2022",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","80","78","20","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","NA","2022-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","COAL CR      08.0268","0","285","248","103","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2022-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","11","5","2","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2022-11-17T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","609","0","0","121","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2022",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","Downstream","2022-11-19T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","336","293","121","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","2022","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2023-09-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","90","0","0","4","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2023",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2023-09-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","2000","0","0","74","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2023",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2023-09-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","50","0","0","0","0","0","Chinook","Fall","Issaquah Creek","WILD","1200","2023",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2023-09-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","611","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2023","4","true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","Surplussed","2023-09-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","18","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2023","4","true",,,"true","true",,,"18","0","0"
"Adult Mortality Event","","2023-09-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","WILD","14","2023","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2023-09-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","36","22","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2023","3","true",,,"false","false",,,"0","0","0"
"Adult Plant Event","Upstream","2023-09-20T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","0","12","3","0","0","0","Chinook","Fall","Issaquah Creek","WILD","14","2023","3","true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","2023-09-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","0","5","7","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","2","2023","3","true",,,"false","false",,,"0","0","0"
"Trap Estimate","","2023-09-25T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","2000","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","1200","2023",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","2023-09-25T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH HATCHERY","","30","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","1200","2023",,"false",,,"false","false",,,"0","0","0"
