"event","type","date","facility","remote_facility","trapsite","plant_location","adult_count","male_count","female_count","jack_count","non_viable_female_count","egg_take_count","species","run","stock","origin","adult_mark_type_id","brood_year","cwt_method_checked_lut_id","cwt_checked_ind","cwt_reason_not_checked_lut","cwt_reason_not_checked_txt","cwt_present_ind","cwt_collected_ind","cwt_reason_not_collected","cwt_reason_uncollected_lut","tagged_males","tagged_females","tagged_jacks"
"EggTake","","1997-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","500000","Coho","NA","Issaquah Creek","HATCHERY",,"1997",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-11-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","151","156","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1997-11-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","265","363","0","5","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-11-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","200","200","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-11-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","500","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"EggTake","","1997-11-24T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","559000","Coho","NA","Issaquah Creek","HATCHERY",,"1997",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-09-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","10","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-09-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","200","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-09-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","17","14","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-09-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","400","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-09-25T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","200","0","0","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-09-25T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","11","16","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-09-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","8","8","1","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-09-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","200","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","100","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-09-29T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","37","35","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"EggTake","","1998-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","1055000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","4","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","300","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1998-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","50","50","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","202","196","0","5","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","74","41","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1200","0","0","23","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","24","12","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","35","34","3","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","500","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","100","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-03T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","67","23","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","63","25","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-04T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","25","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"EggTake","","1998-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","1035000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","10","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","32","65","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1998-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","435","384","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","213","205","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","123","77","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","180","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","400","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"EggTake","","1998-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","554000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","127","118","0","18","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","55","65","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1998-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","522","116","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","250","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","24","18","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","3","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-10T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","200","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","100","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-11T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","8","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","100","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-10-12T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","33","16","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1998-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","404","195","20","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","63","58","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"EggTake","","1998-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","250000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-10-13T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","50","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"EggTake","","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","176900","Coho","NA","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","168","157","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","36","82","26","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","89","81","0","6","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","352","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1000","0","0","50","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","49","31","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1998",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","332","306","0","43","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","31","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1998-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","700000","Coho","NA","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","7","7","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","53","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","200","0","0","200","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","17","20","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1200","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"false",,,"false","false",,,"0","0","0"
"EggTake","","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","550000","Coho","NA","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","259","258","0","12","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","1","3","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","95","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","35","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Live","1998-11-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","24","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","450","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","378","383","0","15","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","36","45","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1998-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","775000","Coho","NA","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","450","0","0","70","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-18T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","50","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","98","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","100","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-22T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","3","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","20","8","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1998-11-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","450000","Coho","NA","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","21","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","57","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","220","210","0","6","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-23T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","50","0","0","100","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","34","0","0","2","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","65","70","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","9","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1998",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","295000","Coho","NA","Issaquah Creek","HATCHERY",,"1998",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","9","3","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","30","67","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","94","137","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1998-11-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","23","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1998",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","2","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","7","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","14","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","10","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","13","8","0","8","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","9","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","9","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","2","1999",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","62000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1999",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-09-27T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","243","0","0","5","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-09-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","5","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","800","0","0","13","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1999-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","7","8","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1999",,"true",,,"false","false",,,"0","0","0"
