"sampleid","grabid","profileid","sample_number","collect_datetime","depth","site_type","area","locator","site","parameter","value","units","qualityid","lab_qualifier","mdl","rdl","textvalue","sampleinfo","stewardnote","replicates","replicateof","method","dateanalyzed","datasource"
"11559","11559","34008","8415044","1984-01-19T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","2.5","deg C","2",,,,"2.5||King County Nstream Database/RS4",,,,,,,"KCEL"
"11585","11585","18026","8415075","1984-02-16T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.3","deg C","2",,,,"6.3||King County Nstream Database/RS4",,,,,,,"KCEL"
"11597","11597","30734","8415091","1984-02-16T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.2","deg C","2",,,,"6.2||King County Nstream Database/RS4",,,,,,,"KCEL"
"11623","11623","10990","8415123","1984-03-15T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.5","deg C","2",,,,"7.5||King County Nstream Database/RS4",,,,,,,"KCEL"
"11635","11635","29459","8415139","1984-03-15T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.6","deg C","2",,,,"7.6||King County Nstream Database/RS4",,,,,,,"KCEL"
"11661","11661","7344","8415170","1984-04-12T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.7","deg C","2",,,,"7.7||King County Nstream Database/RS4",,,,,,,"KCEL"
"11673","11673","39014","8415186","1984-04-12T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.7","deg C","2",,,,"7.7||King County Nstream Database/RS4",,,,,,,"KCEL"
"11699","11699","13134","8415217","1984-05-17T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.1","deg C","2",,,,"10.1||King County Nstream Database/RS4",,,,,,,"KCEL"
"11711","11711","30232","8415233","1984-05-17T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.7","deg C","2",,,,"9.7||King County Nstream Database/RS4",,,,,,,"KCEL"
"11741","11741","6072","8415268","1984-06-14T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.4","deg C","2",,,,"12.4||King County Nstream Database/RS4",,,,,,,"KCEL"
"11753","11753","38645","8415284","1984-06-14T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.5","deg C","2",,,,"12.5||King County Nstream Database/RS4",,,,,,,"KCEL"
"11795","11795","14730","8415331","1984-07-19T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13","deg C","2",,,,"13.0||King County Nstream Database/RS4",,,,,,,"KCEL"
"11807","11807","29485","8415347","1984-07-19T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.4","deg C","2",,,,"12.4||King County Nstream Database/RS4",,,,,,,"KCEL"
"11857","11857","37873","8415406","1984-08-16T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.5","deg C","2",,,,"15.5||King County Nstream Database/RS4",,,,,,,"KCEL"
"11845","11845","7702","8415390","1984-08-16T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.7","deg C","2",,,,"14.7||King County Nstream Database/RS4",,,,,,,"KCEL"
"12076",,"20816","8427028","1984-08-29T00:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.8","deg C","2",,,,"11.8||King County Benthos Database/RS4",,,,,"none",,"KCEL"
"12086",,"33354","8427047","1984-08-29T00:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.9","deg C","2",,,,"11.9||King County Benthos Database/RS4",,,,,"none",,"KCEL"
"11911","11911","30228","8415469","1984-09-20T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.8","deg C","2",,,,"12.8||King County Nstream Database/RS4",,,,,,,"KCEL"
"11899","11899","13182","8415453","1984-09-20T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.9","deg C","2",,,,"12.9||King County Nstream Database/RS4",,,,,,,"KCEL"
"11960","11960","38482","8415528","1984-10-18T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.6","deg C","2",,,,"7.6||King County Nstream Database/RS4",,,,,,,"KCEL"
"11948","11948","8869","8415512","1984-10-18T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.6","deg C","2",,,,"7.6||King County Nstream Database/RS4",,,,,,,"KCEL"
"12010","12010","39286","8415586","1984-11-16T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7","deg C","2",,,,"7.0||King County Nstream Database/RS4",,,,,,,"KCEL"
"11998","11998","10844","8415570","1984-11-16T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.9","deg C","2",,,,"6.9||King County Nstream Database/RS4",,,,,,,"KCEL"
"12044","12044","14764","8415624","1984-12-12T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.3","deg C","2",,,,"5.3||King County Nstream Database/RS4",,,,,,,"KCEL"
"12056","12056","30386","8415640","1984-12-12T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.6","deg C","2",,,,"5.6||King County Nstream Database/RS4",,,,,,,"KCEL"
"12136","12136","34939","8515043","1985-01-17T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.1","deg C","2",,,,"5.1||King County Nstream Database/RS4",,,,,,,"KCEL"
"12124","12124","27241","8515027","1985-01-17T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.9","deg C","2",,,,"4.9||King County Nstream Database/RS4",,,,,,,"KCEL"
"12174","12174","34753","8515092","1985-02-14T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","3.8","deg C","2",,,,"3.8||King County Nstream Database/RS4",,,,,,,"KCEL"
"12162","12162","24585","8515073","1985-02-14T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","4.3","deg C","2",,,,"4.3||King County Nstream Database/RS4",,,,,,,"KCEL"
"12212","12212","35661","8515141","1985-03-21T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.3","deg C","2",,,,"6.3||King County Nstream Database/RS4",,,,,,,"KCEL"
"12200","12200","29055","8515122","1985-03-21T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.2","deg C","2",,,,"6.2||King County Nstream Database/RS4",,,,,,,"KCEL"
"12238","12238","22888","8515171","1985-04-18T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.1","deg C","2",,,,"9.1||King County Nstream Database/RS4",,,,,,,"KCEL"
"12250","12250","34119","8515190","1985-04-18T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.2","deg C","2",,,,"9.2||King County Nstream Database/RS4",,,,,,,"KCEL"
"12276","12276","16556","8515220","1985-05-16T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.5","deg C","2",,,,"11.5||King County Nstream Database/RS4",,,,,,,"KCEL"
"12288","12288","31541","8515239","1985-05-16T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.1","deg C","2",,,,"11.1||King County Nstream Database/RS4",,,,,,,"KCEL"
"12318","12318","9751","8515273","1985-06-13T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.8","deg C","2",,,,"11.8||King County Nstream Database/RS4",,,,,,,"KCEL"
"12330","12330","40234","8515292","1985-06-13T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12","deg C","2",,,,"12.0||King County Nstream Database/RS4",,,,,,,"KCEL"
"12384","12384","30766","8515357","1985-07-18T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.4","deg C","2",,,,"16.4||King County Nstream Database/RS4",,,,,,,"KCEL"
"12372","12372","17641","8515338","1985-07-18T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","17","deg C","2",,,,"17.0||King County Nstream Database/RS4",,,,,,,"KCEL"
"12422","12422","11411","8515399","1985-08-15T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","16.9","deg C","2",,,,"16.9||King County Nstream Database/RS4",,,,,,,"KCEL"
"12434","12434","39583","8515418","1985-08-15T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.4","deg C","2",,,,"16.4||King County Nstream Database/RS4",,,,,,,"KCEL"
"12621",,"9337","8527029","1985-09-04T00:00:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.7","deg C","2",,,,"12.7||King County Benthos Database/B53311",,,,,"none",,"KCEL"
"12634",,"40071","8527053","1985-09-04T00:00:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.7","deg C","2",,,,"12.7||King County Benthos Database/B53311",,,,,"none",,"KCEL"
"12488","12488","31478","8515487","1985-09-19T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12","deg C","2",,,,"12.0||King County Nstream Database/RS4",,,,,,,"KCEL"
"12476","12476","16081","8515468","1985-09-19T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.1","deg C","2",,,,"12.1||King County Nstream Database/RS4",,,,,,,"KCEL"
"12538","12538","40104","8515554","1985-10-17T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.4","deg C","2",,,,"10.4||King County Nstream Database/RS4",,,,,,,"KCEL"
"12526","12526","9370","8515535","1985-10-17T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10","deg C","2",,,,"10.0||King County Nstream Database/RS4",,,,,,,"KCEL"
"12600","12600","36209","8515633","1985-12-12T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","2.7","deg C","2",,,,"2.7||King County Nstream Database/RS4",,,,,,,"KCEL"
"12588","12588","26646","8515614","1985-12-12T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","2.5","deg C","2",,,,"2.5||King County Nstream Database/RS4",,,,,,,"KCEL"
"13148","13148","7813","8615027","1986-01-16T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.2","deg C","2",,,,"7.2||King County Nstream Database/RS4",,,,,,,"KCEL"
"13160","13160","37952","8615046","1986-01-16T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.2","deg C","2",,,,"7.2||King County Nstream Database/RS4",,,,,,,"KCEL"
"13186","13186","9842","8615076","1986-02-20T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","3.4","deg C","2",,,,"3.4||King County Nstream Database/RS4",,,,,,,"KCEL"
"13198","13198","39945","8615092","1986-02-20T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","3.3","deg C","2",,,,"3.3||King County Nstream Database/RS4",,,,,,,"KCEL"
"12666","12666","38738","8603045","1986-03-20T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.3","deg C","2",,,,"9.3||King County Nstream Database/B53311",,,,,,,"KCEL"
"12668","12668","6215","8603047","1986-03-20T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.4","deg C","2",,,,"9.4||King County Nstream Database/B53311",,,,,,,"KCEL"
"12704","12704","36014","8604219","1986-04-17T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.3","deg C","2",,,,"9.3||King County Nstream Database/B53311",,,,,,,"KCEL"
"12706","12706","27002","8604221","1986-04-17T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.7","deg C","2",,,,"8.7||King County Nstream Database/B53311",,,,,,,"KCEL"
"12742","12742","33149","8604710","1986-05-15T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.5","deg C","2",,,,"8.5||King County Nstream Database/B53311",,,,,,,"KCEL"
"12744","12744","20390","8604712","1986-05-15T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.7","deg C","2",,,,"8.7||King County Nstream Database/B53311",,,,,,,"KCEL"
"12774","12774","29335","8605740","1986-06-12T00:00:00.000","1","Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.4","deg C","2",,,,"14.4||King County Nstream Database/B53311",,,,,,,"KCEL"
"12776","12776","14969","8605742","1986-06-12T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","17.5","deg C","2",,,,"17.5||King County Nstream Database/B53311",,,,,,,"KCEL"
"12831","12831","22064","8606359","1986-07-17T00:00:00.000","1","Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.4","deg C","2",,,,"12.4||King County Nstream Database/B53311",,,,,,,"KCEL"
