species,model_id,feature,standardized_log_coefficient,multiplicative_change_per_1sd,training_mean,training_sd,vif,alpha
Chinook,ocean_index_ols,marine_npgo_mean,0.08689701349342238,1.0907843378651432,-0.07303448275862066,1.1413148340992845,1.293407340613683,0.0
Chinook,ocean_index_ols,marine_oni_mean,0.03231434177156051,1.032842119704163,-0.03996551724137932,0.3741405307394186,2.2992228028073938,0.0
Chinook,all_environment_ocean_ridge,flow_jul_sep_mean_cfs,-0.02826059883824162,0.9721349965379709,31.31341379310345,10.131208889017797,1.2097512860603363,100.0
Chinook,all_environment_ocean_ridge,temp_jun_sep_mean_c,-0.020730716990618268,0.979482687105488,14.803931034482757,0.9149859969169487,1.4259874313537095,100.0
Chinook,all_environment_ocean_ridge,cohort_flow_water_year_mean_cfs,-0.004354301447902722,0.9956551647780624,129.47993103448272,31.14483462119281,1.3068723854282245,100.0
Chinook,all_environment_ocean_ridge,cohort_swe_apr01_inches,0.0511450698982425,1.0524755647319988,38.78275862068965,15.631049316499501,1.4872103293058878,100.0
Chinook,all_environment_ocean_ridge,marine_pdo_mean,-0.014797165829778688,0.9853117742318676,-0.4323448275862069,0.7288080148250609,2.650149650255235,100.0
Chinook,all_environment_ocean_ridge,marine_npgo_mean,0.012895750586403024,1.0129792593613445,-0.07303448275862066,1.1413148340992845,1.4980793451677525,100.0
Chinook,all_environment_ocean_ridge,marine_oni_mean,-0.00972020169885752,0.990326886768372,-0.03996551724137932,0.3741405307394186,2.7502778525762337,100.0
Coho,migration_marine_ols,flow_jul_sep_mean_cfs,-0.04957126667487908,0.9516373356911453,31.31341379310345,10.131208889017797,1.0443297242599117,0.0
Coho,migration_marine_ols,temp_jun_sep_mean_c,-0.049808361372170866,0.9514117342706151,14.803931034482757,0.9149859969169487,1.055637645814961,0.0
Coho,migration_marine_ols,marine_pdo_mean,-0.19790455483327613,0.8204481572120522,-0.5147931034482759,0.8881728000288336,1.0702212441063577,0.0
Coho,freshwater_marine_ols,cohort_flow_water_year_mean_cfs,0.09370098478402168,1.0982313089437565,132.21958620689654,30.468485804320597,1.1590626202022285,0.0
Coho,freshwater_marine_ols,cohort_swe_apr01_inches,-0.027150590622782113,0.9732146734849468,38.50344827586206,15.739352892946517,1.152937603698773,0.0
Coho,freshwater_marine_ols,marine_pdo_mean,-0.20391900656367856,0.815528420961689,-0.5147931034482759,0.8881728000288336,1.007688556127506,0.0
Coho,all_environment_ridge,flow_jul_sep_mean_cfs,-0.016928770895786666,0.9832137155729701,31.31341379310345,10.131208889017797,1.2505980009698294,100.0
Coho,all_environment_ridge,temp_jun_sep_mean_c,-0.003584632480141556,0.9964217846448991,14.803931034482757,0.9149859969169487,1.1573300285887052,100.0
Coho,all_environment_ridge,cohort_flow_water_year_mean_cfs,0.016956804597606782,1.0171013872726535,132.21958620689654,30.468485804320597,1.250720592186266,100.0
Coho,all_environment_ridge,cohort_swe_apr01_inches,0.0020934881717719115,1.0020956810481212,38.50344827586206,15.739352892946517,1.4005630139911183,100.0
Coho,all_environment_ridge,marine_pdo_mean,-0.04393982825021028,0.9570115407995634,-0.5147931034482759,0.8881728000288336,1.1039544539696273,100.0
Coho,ocean_index_ols,marine_pdo_mean,0.004414744271080178,1.0044245036109478,-0.5147931034482759,0.8881728000288336,1.367403057896927,0.0
Coho,ocean_index_ols,marine_npgo_mean,-0.03755969050919937,0.963136925871446,-0.09913793103448278,1.2965603227888018,1.2389016161363051,0.0
Coho,ocean_index_ols,marine_oni_mean,-0.4077927558007381,0.6651167061191301,-0.021344827586206913,0.6338585328877615,1.6410821700406029,0.0
Coho,all_environment_ocean_ridge,flow_jul_sep_mean_cfs,-0.09282120938696148,0.9113564277051669,31.31341379310345,10.131208889017797,1.3131809283829536,10.0
Coho,all_environment_ocean_ridge,temp_jun_sep_mean_c,-0.018015246131936502,0.9821460583157668,14.803931034482757,0.9149859969169487,1.2601415120556057,10.0
Coho,all_environment_ocean_ridge,cohort_flow_water_year_mean_cfs,0.09230861695246703,1.0967032310676887,132.21958620689654,30.468485804320597,1.2660258601308358,10.0
Coho,all_environment_ocean_ridge,cohort_swe_apr01_inches,-0.05442891905242627,0.9470258219582588,38.50344827586206,15.739352892946517,1.5099866302799367,10.0
Coho,all_environment_ocean_ridge,marine_pdo_mean,-0.03077032281838231,0.9696982650659526,-0.5147931034482759,0.8881728000288336,1.5729820440120432,10.0
Coho,all_environment_ocean_ridge,marine_npgo_mean,0.020735998170156755,1.020952482732128,-0.09913793103448278,1.2965603227888018,1.413071436621413,10.0
Coho,all_environment_ocean_ridge,marine_oni_mean,-0.29594379423703815,0.7438292343349198,-0.021344827586206913,0.6338585328877615,1.7947819447939057,10.0
